split,class_id,label,url,start_time,end_time,duration,signer_id,fps,width,height,box
val,1,how,https://www.youtube.com/watch?v=CxTSVyM-ij0,400.166,403.503,3.337,80,29.97,640.0,360.0,"[0.06733331084251404, 0.2634381055831909, 1.0, 0.6793814897537231]"
val,1,how,https://www.youtube.com/watch?v=CxTSVyM-ij0,404.17,407.173,3.003,80,29.97,640.0,360.0,"[0.06733331084251404, 0.2634381055831909, 1.0, 0.6793814897537231]"
val,1,how,https://www.youtube.com/watch?v=CxTSVyM-ij0,407.407,410.143,2.736,80,29.97,640.0,360.0,"[0.06733331084251404, 0.2634381055831909, 1.0, 0.6793814897537231]"
val,0,hello,https://www.youtube.com/watch?v=kZuJalsv_z0,71.633,75.433,3.8,163,30.0,1280.0,720.0,"[0.02526453137397766, 0.09382730722427368, 1.0, 0.8358455896377563]"
val,3,you,https://www.youtube.com/watch?v=kZuJalsv_z0,169.867,173.167,3.3,163,30.0,1280.0,720.0,"[0.14064955711364746, 0.23717918992042542, 1.0, 0.8085100650787354]"
val,0,hello,https://www.youtube.com/watch?v=pD4QabDQr6M,0.467,2.436,1.969,164,29.97,640.0,360.0,"[0.12895208597183228, 0.0997893214225769, 1.0, 0.8973934650421143]"
val,2,how_are_you,https://www.youtube.com/watch?v=pD4QabDQr6M,11.678,16.65,4.972,164,29.97,640.0,360.0,"[0.0, 0.17863255739212036, 1.0, 0.9468997120857239]"
val,0,hello,https://www.youtube.com/watch?v=xmM5-XsE8Ac,0.0,2.933,2.933,3,15.0,480.0,360.0,"[0.16321486234664917, 0.2778986394405365, 1.0, 0.8783726692199707]"
val,3,you,https://www.youtube.com/watch?v=S_LEeTt2McM,11.111,13.08,1.969,227,29.97,640.0,360.0,"[0.0, 0.12352350354194641, 0.9972000122070312, 0.8856968879699707]"
val,1,how,https://www.youtube.com/watch?v=S_LEeTt2McM,40.207,42.175,1.968,227,29.97,640.0,360.0,"[0.0006955564022064209, 0.15828052163124084, 0.9958198070526123, 0.8934769630432129]"
val,0,hello,https://www.youtube.com/watch?v=S_LEeTt2McM,201.835,203.336,1.501,227,29.97,640.0,360.0,"[0.006330907344818115, 0.024119704961776733, 0.9939023852348328, 0.8799246549606323]"
val,0,hello,https://www.youtube.com/watch?v=V8DTIPK4QlU,0.2,1.3,1.1,63,30.0,1280.0,720.0,"[0.0746941864490509, 0.09081491827964783, 0.9960488080978394, 0.7834726572036743]"
val,4,today,https://www.youtube.com/watch?v=_LGqHR3FhL8,562.729,567.4,4.671,80,29.97,640.0,360.0,"[0.0, 0.01380002498626709, 1.0, 0.6364730000495911]"
val,4,today,https://www.youtube.com/watch?v=_LGqHR3FhL8,568.067,571.071,3.004,80,29.97,640.0,360.0,"[0.0, 0.01380002498626709, 1.0, 0.6364730000495911]"
val,0,hello,https://www.youtube.com/watch?v=9g-hioQapYE,0.067,1.567,1.5,63,30.0,1280.0,720.0,"[0.0, 0.0, 1.0, 0.7508479356765747]"
val,4,today,https://www.youtube.com/watch?v=dtSmDTn3zkk,437.837,440.307,2.47,80,29.97,640.0,360.0,"[0.0426575243473053, 0.030506819486618042, 1.0, 0.647733747959137]"
val,4,today,https://www.youtube.com/watch?v=dtSmDTn3zkk,441.641,444.644,3.003,80,29.97,640.0,360.0,"[0.0426575243473053, 0.030506819486618042, 1.0, 0.647733747959137]"
val,3,you,https://www.youtube.com/watch?v=BEKUHzwnVO8,25.792,31.398,5.606,80,29.97,640.0,360.0,"[0.02256074547767639, 0.11194077134132385, 1.0, 0.7098188400268555]"
val,3,you,https://www.youtube.com/watch?v=BEKUHzwnVO8,62.729,68.702,5.973,80,29.97,640.0,360.0,"[0.08539751172065735, 0.12326760590076447, 1.0, 0.6352238655090332]"
val,0,hello,https://www.youtube.com/watch?v=BEKUHzwnVO8,421.988,428.094,6.106,80,29.97,640.0,360.0,"[0.03368663787841797, 0.18060782551765442, 1.0, 0.7270069122314453]"
val,0,hello,https://www.youtube.com/watch?v=iDWntsY_rZM,2.103,2.759,0.656,164,29.0,640.0,360.0,"[0.08161506056785583, 0.14258000254631042, 0.9986720085144043, 0.8926843404769897]"
val,0,hello,https://www.youtube.com/watch?v=iDWntsY_rZM,306.551,309.379,2.828,164,29.0,640.0,360.0,"[0.07807725667953491, 0.14610710740089417, 1.0, 0.8661688566207886]"
val,1,how,https://www.youtube.com/watch?v=iDWntsY_rZM,333.689,336.827,3.138,164,29.0,640.0,360.0,"[0.07771819829940796, 0.27382442355155945, 0.9987279176712036, 0.855039119720459]"
val,3,you,https://www.youtube.com/watch?v=iDWntsY_rZM,347.586,349.172,1.586,164,29.0,640.0,360.0,"[0.07256600260734558, 0.2925577461719513, 1.0, 0.8381456732749939]"
val,4,today,https://www.youtube.com/watch?v=iDWntsY_rZM,686.378,689.171,2.793,164,29.0,640.0,360.0,"[0.04913204908370972, 0.24962756037712097, 1.0, 0.829857587814331]"
val,4,today,https://www.youtube.com/watch?v=iDWntsY_rZM,690.965,692.309,1.344,164,29.0,640.0,360.0,"[0.05752354860305786, 0.24145254492759705, 1.0, 0.8299374580383301]"
val,4,today,https://www.youtube.com/watch?v=iDWntsY_rZM,700.999,702.585,1.586,164,29.0,640.0,360.0,"[0.05542641878128052, 0.19374090433120728, 1.0, 0.8258486390113831]"
val,2,how_are_you,https://www.youtube.com/watch?v=iDWntsY_rZM,784.206,786.723,2.517,164,29.0,640.0,360.0,"[0.055715203285217285, 0.22170627117156982, 0.9997711181640625, 0.8707020282745361]"
val,2,how_are_you,https://www.youtube.com/watch?v=iDWntsY_rZM,806.999,812.792,5.793,164,29.0,640.0,360.0,"[0.05986770987510681, 0.2723599076271057, 1.0, 0.8744820952415466]"
val,0,hello,https://www.youtube.com/watch?v=HUMEcnkvhJU&t=862s,452.152,453.386,1.234,251,29.97,640.0,360.0,"[0.0, 0.07796779274940491, 1.0, 0.8660461902618408]"
val,0,hello,https://www.youtube.com/watch?v=HUMEcnkvhJU&t=862s,453.386,454.354,0.968,251,29.97,640.0,360.0,"[0.0, 0.07796779274940491, 1.0, 0.8660461902618408]"
val,1,how,https://www.youtube.com/watch?v=HUMEcnkvhJU&t=862s,497.964,499.299,1.335,251,29.97,640.0,360.0,"[0.0, 0.09608122706413269, 1.0, 0.8230048418045044]"
val,1,how,https://www.youtube.com/watch?v=HUMEcnkvhJU&t=862s,502.635,509.976,7.341,251,29.97,640.0,360.0,"[0.0, 0.09608122706413269, 1.0, 0.8230048418045044]"
val,1,how,https://www.youtube.com/watch?v=HUMEcnkvhJU&t=862s,511.311,517.317,6.006,251,29.97,640.0,360.0,"[0.0, 0.09608122706413269, 1.0, 0.8230048418045044]"
val,3,you,https://www.youtube.com/watch?v=HUMEcnkvhJU&t=862s,1338.003,1343.475,5.472,251,29.97,640.0,360.0,"[0.0, 0.16153645515441895, 1.0, 0.7477734088897705]"
val,3,you,https://www.youtube.com/watch?v=HUMEcnkvhJU&t=862s,1343.475,1345.277,1.802,251,29.97,640.0,360.0,"[0.0, 0.16153645515441895, 1.0, 0.7477734088897705]"
val,3,you,https://www.youtube.com/watch?v=HUMEcnkvhJU&t=862s,1345.277,1347.413,2.136,251,29.97,640.0,360.0,"[0.0, 0.16153645515441895, 1.0, 0.7477734088897705]"
val,0,hello,https://www.youtube.com/watch?v=0v4Y9WGhES8,6.306,8.308,2.002,265,29.97,640.0,360.0,"[0.08169907331466675, 0.25694936513900757, 1.0, 0.8990674018859863]"
val,0,hello,https://www.youtube.com/watch?v=0v4Y9WGhES8,8.976,10.644,1.668,265,29.97,640.0,360.0,"[0.08169907331466675, 0.25694936513900757, 1.0, 0.8990674018859863]"
val,4,today,https://www.youtube.com/watch?v=1bj72qXSy8c,173.525,176.858,3.333,125,24.002,1280.0,720.0,"[0.18441760540008545, 0.41093793511390686, 0.9831922650337219, 0.9331583976745605]"
val,4,today,https://www.youtube.com/watch?v=kAgwFK9QMPg,58.567,61.6,3.033,63,30.0,1280.0,720.0,"[0.14984938502311707, 0.15507563948631287, 1.0, 0.7445069551467896]"
val,3,you,https://www.youtube.com/watch?v=JYF-AfMbUNw,212.012,215.315,3.303,125,29.97,640.0,352.0,"[0.2015504539012909, 0.41263139247894287, 1.0, 0.9191287159919739]"
val,1,how,https://www.youtube.com/watch?v=T-TyepUFxlI,0.0,3.133,3.133,3,15.0,480.0,360.0,"[0.17020925879478455, 0.2382088303565979, 1.0, 0.7776159048080444]"
val,2,how_are_you,https://www.youtube.com/watch?v=QFrbUjnoy3c,0.0,2.867,2.867,3,15.0,480.0,360.0,"[0.18388107419013977, 0.18952509760856628, 1.0, 0.7780303955078125]"
val,0,hello,https://www.youtube.com/watch?v=2VB3WN8adyM,93.333,96.5,3.167,125,24.0,1280.0,720.0,"[0.10269162058830261, 0.4592241644859314, 0.9964605569839478, 0.9094752669334412]"
val,1,how,https://www.youtube.com/watch?v=2VB3WN8adyM,182.667,186.25,3.583,125,24.0,1280.0,720.0,"[0.15368810296058655, 0.46185433864593506, 1.0, 0.9190942049026489]"
val,2,how_are_you,https://www.youtube.com/watch?v=F5FhBaou7xc,0.0,3.07,3.07,53,29.968,640.0,360.0,"[0.08307212591171265, 0.28501275181770325, 1.0, 0.8045398592948914]"
val,3,you,https://www.youtube.com/watch?v=vEti7bfjCKk,12.579,14.081,1.502,140,29.97,1280.0,720.0,"[0.05561631917953491, 0.04862368106842041, 0.9961046576499939, 0.7688472270965576]"
val,3,you,https://www.youtube.com/watch?v=vEti7bfjCKk,23.19,25.893,2.703,140,29.97,1280.0,720.0,"[0.03554731607437134, 0.0, 0.9988727569580078, 0.7855571508407593]"
val,4,today,https://www.youtube.com/watch?v=Y4Ah4DAuQS0,38.739,40.207,1.468,227,29.97,1280.0,720.0,"[0.0013329684734344482, 0.14511507749557495, 1.0, 0.9315599203109741]"
val,4,today,https://www.youtube.com/watch?v=KLD5f35qEDI&t=1043s,690.523,692.859,2.336,265,29.97,640.0,360.0,"[0.06550052762031555, 0.19776400923728943, 1.0, 0.860837459564209]"
val,4,today,https://www.youtube.com/watch?v=KLD5f35qEDI&t=1043s,701.801,705.805,4.004,265,29.97,640.0,360.0,"[0.06923022866249084, 0.22631686925888062, 1.0, 0.7686344385147095]"
val,4,today,https://www.youtube.com/watch?v=KLD5f35qEDI&t=1043s,706.539,709.542,3.003,265,29.97,640.0,360.0,"[0.030103027820587158, 0.18181252479553223, 1.0, 0.7678261995315552]"
val,3,you,https://www.youtube.com/watch?v=cxXEULq9Jpc,15.048,16.65,1.602,265,29.97,640.0,360.0,"[0.0, 0.199611634016037, 1.0, 0.804314136505127]"
val,3,you,https://www.youtube.com/watch?v=cxXEULq9Jpc,16.783,20.854,4.071,265,29.97,640.0,360.0,"[0.0, 0.15898290276527405, 1.0, 0.8147510290145874]"
val,1,how,https://www.youtube.com/watch?v=cxXEULq9Jpc,162.029,164.364,2.335,265,29.97,640.0,360.0,"[0.04860478639602661, 0.21940040588378906, 1.0, 0.7978560924530029]"
test,0,hello,https://www.youtube.com/watch?v=-DMFu-nAsok,0.87,2.007,1.137,34,29.892,1280.0,720.0,"[0.004950165748596191, 0.0, 1.0, 0.7811685800552368]"
test,1,how,https://www.youtube.com/watch?v=HuViTIjghKk,89.256,93.226,3.97,10,29.97,1280.0,720.0,"[0.30637162923812866, 0.28579655289649963, 0.9709317684173584, 0.6988582015037537]"
test,0,hello,https://www.youtube.com/watch?v=K8T0-zeB3jc,3.27,4.404,1.134,26,29.97,1280.0,720.0,"[0.14746186137199402, 0.01631033420562744, 1.0, 0.7150961756706238]"
test,0,hello,https://www.youtube.com/watch?v=2qLS_mXdrh8,3.504,4.805,1.301,26,29.97,1280.0,720.0,"[0.08602231740951538, 0.06307587027549744, 1.0, 0.7931167483329773]"
test,4,today,https://www.youtube.com/watch?v=CJcFBjT7fkc,58.358,60.694,2.336,26,29.97,1280.0,720.0,"[0.03873446583747864, 0.10989031195640564, 0.9944010972976685, 0.7169313430786133]"
test,4,today,https://www.youtube.com/watch?v=2fxtI59FmNs,158.091,161.328,3.237,10,29.97,1280.0,720.0,"[0.09169444441795349, 0.3178870975971222, 1.0, 0.6838511824607849]"
test,0,hello,https://www.youtube.com/watch?v=xQR5y_xUtpA,3.937,5.272,1.335,26,29.97,1280.0,720.0,"[0.12165912985801697, 0.009626448154449463, 1.0, 0.6992404460906982]"
test,0,hello,https://www.youtube.com/watch?v=3qKcPONtNXQ,0.0,1.335,1.335,67,29.97,1280.0,720.0,"[0.009762585163116455, 0.24192450940608978, 1.0, 0.7089533805847168]"
test,1,how,www.youtube.com/watch?v=4-FrL86gJFo,0.0,3.036,3.036,174,29.97,640.0,360.0,"[0.019084841012954712, 0.35128235816955566, 1.0, 0.8069449663162231]"
test,0,hello,https://www.youtube.com/watch?v=H3eHAKpTF70,3.537,4.538,1.001,26,29.97,1280.0,720.0,"[0.010241597890853882, 0.0067390501499176025, 1.0, 0.8293032646179199]"
test,2,how_are_you,https://www.youtube.com/watch?v=-hzoIOWYJac,1.238,2.877,1.639,34,29.887,1280.0,720.0,"[0.003521829843521118, 0.06334656476974487, 0.9967761039733887, 0.9546846151351929]"
test,2,how_are_you,https://www.youtube.com/watch?v=ucXplZLMUzY,13.547,15.215,1.668,245,29.97,640.0,360.0,"[0.0, 0.22918590903282166, 1.0, 0.8123980164527893]"
test,0,hello,https://www.youtube.com/watch?v=kVIt-qr5P2s,2.803,5.005,2.202,26,29.97,1280.0,720.0,"[0.0, 0.0, 1.0, 0.7855544090270996]"
test,0,hello,https://www.youtube.com/watch?v=FwGL9FjFpYI&t=1s,183.45,186.119,2.669,26,29.97,1280.0,720.0,"[0.09640884399414062, 0.27694883942604065, 1.0, 0.9483520984649658]"
test,2,how_are_you,https://www.youtube.com/watch?v=FwGL9FjFpYI&t=1s,476.576,480.113,3.537,26,29.97,1280.0,720.0,"[0.1249842643737793, 0.3566257059574127, 1.0, 0.9227554798126221]"
test,3,you,https://www.youtube.com/watch?v=FwGL9FjFpYI&t=1s,522.722,525.058,2.336,26,29.97,1280.0,720.0,"[0.13846221566200256, 0.331393301486969, 1.0, 0.9249449968338013]"
test,0,hello,https://www.youtube.com/watch?v=HBQaI1ZG-LU,56.39,59.126,2.736,10,29.97,1280.0,720.0,"[0.07146322727203369, 0.31147220730781555, 0.954201340675354, 0.6467618346214294]"
test,3,you,https://www.youtube.com/watch?v=HBQaI1ZG-LU,135.502,138.105,2.603,10,29.97,1280.0,720.0,"[0.07944262027740479, 0.3383128345012665, 0.9576148986816406, 0.6331095099449158]"
test,0,hello,https://www.youtube.com/watch?v=exk-qIRNw7Y,0.334,1.502,1.168,26,29.97,1280.0,720.0,"[0.08820420503616333, 0.07358700037002563, 1.0, 0.771357536315918]"
test,0,hello,www.youtube.com/watch?v=oRsVMK7sxMQ,0.0,1.735,1.735,11,29.97,480.0,360.0,"[0.07481327652931213, 0.1573469638824463, 0.9952050447463989, 0.7529008388519287]"
test,0,hello,www.youtube.com/watch?v=6kvCOzxP9_A,0.0,2.269,2.269,174,29.97,640.0,360.0,"[0.0, 0.2413836121559143, 1.0, 0.8167002201080322]"
test,3,you,https://www.youtube.com/watch?v=xIIGn6cn8BI,68.402,69.937,1.535,138,29.97,640.0,360.0,"[0.022728830575942993, 0.24062958359718323, 0.9965147972106934, 0.7811698913574219]"
test,1,how,https://www.youtube.com/watch?v=uVXtydfzLIo,0.0,2.437,2.437,67,30.364,1280.0,720.0,"[0.019550681114196777, 0.2447536140680313, 1.0, 0.7178215384483337]"
test,0,hello,https://www.youtube.com/watch?v=bhSbk9eQPu4,0.7,1.6,0.9,34,30.0,1280.0,720.0,"[0.07708606123924255, 0.004421889781951904, 1.0, 0.9516752362251282]"
test,0,hello,https://www.youtube.com/watch?v=eLpHf9bfdsI,3.07,4.137,1.067,26,29.97,1280.0,720.0,"[0.030150413513183594, 0.07457798719406128, 1.0, 0.7933589816093445]"
test,0,hello,https://www.youtube.com/watch?v=FBimL8-ND3E,0.367,1.702,1.335,101,29.97,360.0,360.0,"[0.28980138897895813, 0.16844874620437622, 1.0, 0.915902316570282]"
test,0,hello,https://www.youtube.com/watch?v=FBimL8-ND3E,3.37,5.372,2.002,101,29.97,360.0,360.0,"[0.28980138897895813, 0.16844874620437622, 1.0, 0.915902316570282]"
test,2,how_are_you,https://www.youtube.com/watch?v=FBimL8-ND3E,13.013,15.582,2.569,101,29.97,360.0,360.0,"[0.28782692551612854, 0.18184688687324524, 1.0, 0.9433186650276184]"
test,2,how_are_you,https://www.youtube.com/watch?v=FBimL8-ND3E,16.817,19.92,3.103,101,29.97,360.0,360.0,"[0.28782692551612854, 0.18184688687324524, 1.0, 0.9433186650276184]"
test,0,hello,https://www.youtube.com/watch?v=2TQMVwOkHWw,9.4,10.033,0.633,34,30.0,1280.0,720.0,"[0.0, 0.005375325679779053, 1.0, 0.9991447329521179]"
test,2,how_are_you,https://www.youtube.com/watch?v=iKVzyoGJdDI,1.0,3.0,2.0,29,30.0,540.0,360.0,"[0.11760339140892029, 0.12216484546661377, 1.0, 0.8518484830856323]"
test,2,how_are_you,https://www.youtube.com/watch?v=iKVzyoGJdDI,5.0,7.0,2.0,29,30.0,540.0,360.0,"[0.11760339140892029, 0.12216484546661377, 1.0, 0.8518484830856323]"
test,0,hello,https://www.youtube.com/watch?v=4bVux9Ni2_0,3.27,4.271,1.001,26,29.97,1280.0,720.0,"[0.19503843784332275, 0.1485794484615326, 1.0, 0.7465206384658813]"
test,4,today,https://www.youtube.com/watch?v=oXzTnqvjnN8,70.9,72.067,1.167,34,30.0,1280.0,720.0,"[0.007947742938995361, 0.004308372735977173, 1.0, 0.878382682800293]"
test,3,you,www.youtube.com/watch?v=u4ECcCgXTqs,0.0,1.702,1.702,11,29.97,480.0,360.0,"[0.09020861983299255, 0.16707110404968262, 0.9965722560882568, 0.755329430103302]"
test,0,hello,https://www.youtube.com/watch?v=ZgUBU0NNEDU,3.537,4.872,1.335,26,29.97,1280.0,720.0,"[0.049448609352111816, 0.02119007706642151, 1.0, 0.7646003365516663]"
test,1,how,www.youtube.com/watch?v=X9k65VXITzY,0.0,1.735,1.735,11,29.97,480.0,360.0,"[0.07616987824440002, 0.18796849250793457, 0.9952714443206787, 0.7904695272445679]"
test,0,hello,https://www.youtube.com/watch?v=RMUydgQr9TE,4.171,6.34,2.169,26,29.97,1280.0,720.0,"[0.0, 0.0, 1.0, 0.7758277654647827]"
test,1,how,https://www.youtube.com/watch?v=RMUydgQr9TE,131.898,133.9,2.002,26,29.97,1280.0,720.0,"[0.16711995005607605, 0.10408169031143188, 1.0, 0.7401350736618042]"
test,1,how,https://www.youtube.com/watch?v=RMUydgQr9TE,135.902,138.238,2.336,26,29.97,1280.0,720.0,"[0.16711995005607605, 0.10408169031143188, 1.0, 0.7401350736618042]"
test,1,how,https://www.youtube.com/watch?v=RMUydgQr9TE,138.739,140.941,2.202,26,29.97,1280.0,720.0,"[0.16711995005607605, 0.10408169031143188, 1.0, 0.7401350736618042]"
test,1,how,https://www.youtube.com/watch?v=RMUydgQr9TE,142.509,143.91,1.401,26,29.97,1280.0,720.0,"[0.17888954281806946, 0.13472670316696167, 0.9983667135238647, 0.7250281572341919]"
